ticker,text,date,label,data_source
4110,IMF raises Saudi Arabia economic growth outlook to 5%,2021-03-24,1,synthetic
4325,MASAR loses significant market share to competitors,2021-03-25,0,synthetic
1120,Al Rajhi Bank market share increases 14% in its core business,2021-03-29,1,synthetic
2010,Rate hike adds SAR 9.0 billion to SABIC annual funding costs,2021-03-29,1,synthetic
2010,Oil prices fall 28% on weakening global demand outlook,2021-03-29,0,synthetic
2222,Saudi Aramco net income surges 42% on strong market demand,2021-03-30,1,synthetic
4325,MASAR posts SAR 8.4 billion asset impairment charge,2021-03-30,1,synthetic
2010,SABIC total loan provisions rise 17% in first half,2021-03-31,0,synthetic
4110,Vision 2030 investment drives 42% non-oil sector GDP growth,2021-04-02,1,synthetic
2222,US-China trade war escalation hits global supply chains,2021-04-02,0,synthetic
2010,Brent crude drops to $11.4 per barrel pressuring Saudi stocks,2021-04-05,0,synthetic
4325,Interest rate cut expectations boost GCC banking sector stocks,2021-04-05,1,synthetic
2222,Saudi Aramco net income drops 11% in the latest quarter,2021-04-06,0,synthetic
1120,Foreign investor inflows into Tadawul index rise 18%,2021-04-07,1,synthetic
7010,STC shelves expansion plan citing macroeconomic headwinds,2021-04-07,0,synthetic
1211,Ma'aden completes acquisition integration ahead of schedule,2021-04-07,0,synthetic
2222,Saudi Aramco faces shareholder lawsuit over delayed disclosures,2021-04-08,1,synthetic
4110,TAWUNIYA halts new branch rollout citing poor financial returns,2021-04-12,0,synthetic
4110,TAWUNIYA customer deposits shrink 29% in market uncertainty,2021-04-13,0,synthetic
4110,IMF raises Saudi Arabia economic growth outlook to 13%,2021-04-14,1,synthetic
1150,Alinma Bank operating margin falls by 32 basis points,2021-04-14,0,synthetic
7010,US recession fears trigger widespread global equity selloff,2021-04-14,0,synthetic
4110,TAWUNIYA cuts dividend amid rising cost pressures,2021-04-16,0,synthetic
4325,Rating agency upgrades MASAR credit outlook to stable positive,2021-04-16,1,synthetic
4110,TAWUNIYA profit climbed 30% driven by higher volumes,2021-04-20,1,synthetic
1150,Alinma Bank cost-to-income ratio improves significantly to 11%,2021-04-20,1,synthetic
1120,Al Rajhi Bank results broadly in line with analyst expectations,2021-04-21,0,synthetic
1150,US-China trade war escalation hits global supply chains,2021-04-22,0,synthetic
1150,Alinma Bank regulatory filing shows largely stable loan book,2021-04-22,1,synthetic
2222,Saudi Aramco management reaffirms full-year guidance unchanged,2021-04-22,0,synthetic
4110,TAWUNIYA quarterly profit up 20% beating analyst forecasts,2021-04-26,0,synthetic
4110,IMF raises Saudi Arabia economic growth outlook to 30%,2021-04-26,1,synthetic
1211,Saudi Arabia GDP grows 33% beating IMF growth forecast,2021-04-28,1,synthetic
2010,SABIC operating margin falls by 14 basis points,2021-04-29,0,synthetic
7010,STC halts new branch rollout citing poor financial returns,2021-04-29,0,synthetic
1120,Analysts raise Al Rajhi Bank target price on strong earnings outlook,2021-04-29,1,synthetic
1120,Al Rajhi Bank faces shareholder lawsuit over delayed disclosures,2021-04-30,0,synthetic
1120,Al Rajhi Bank customer deposits grow 13% year on year,2021-04-30,1,synthetic
1150,Alinma Bank operating profit beats market consensus by 28%,2021-05-03,1,synthetic
4325,MASAR releases annual sustainability and ESG report,2021-05-04,1,synthetic
4325,US recession fears trigger widespread global equity selloff,2021-05-04,0,synthetic
4110,TAWUNIYA quarterly profit up 35% beating analyst forecasts,2021-05-04,1,synthetic
1150,Alinma Bank Q2 results show 38% year-on-year profit contraction,2021-05-05,0,synthetic
1150,Alinma Bank liquidity position under growing pressure say analysts,2021-05-05,0,synthetic
1150,Alinma Bank regulatory filing shows largely stable loan book,2021-05-05,1,synthetic
4325,MASAR secures major SAR 0.5 billion government contract,2021-05-06,1,synthetic
1211,Ma'aden raises full-year guidance after strong Q1 results,2021-05-07,1,synthetic
4110,TAWUNIYA posts SAR 5.1 billion asset impairment charge,2021-05-07,0,synthetic
7010,STC launches new product line to strong market reception,2021-05-10,0,synthetic
2222,Saudi Aramco quarterly profit up 37% beating analyst forecasts,2021-05-10,1,synthetic
2010,Military conflict fears in region trigger capital flight,2021-05-10,0,synthetic
2222,Saudi Aramco net financing income rises 5% in first half,2021-05-11,1,synthetic
2010,SABIC mortgage portfolio grows 24% on housing demand,2021-05-11,1,synthetic
4325,MASAR workforce productivity improves by 29%,2021-05-12,1,synthetic
4110,Inflation surge adds 6% to TAWUNIYA operating expenses,2021-05-12,0,synthetic
1150,Alinma Bank management reaffirms full-year guidance unchanged,2021-05-12,0,synthetic
4325,MASAR completes acquisition integration ahead of schedule,2021-05-13,1,synthetic
2222,Saudi Aramco workforce productivity improves by 17%,2021-05-13,1,synthetic
1211,Ma'aden return on equity falls sharply to 21%,2021-05-13,0,synthetic
2222,Inflation surge adds 23% to Saudi Aramco operating expenses,2021-05-14,1,synthetic
1211,Ma'aden customer deposits shrink 12% in market uncertainty,2021-05-14,0,synthetic
4325,MASAR return on equity falls sharply to 26%,2021-05-14,1,synthetic
7010,SAMA reduces repo rate by 36 bps to support credit growth,2021-05-14,1,synthetic
7010,STC signs joint venture deal worth SAR 7.0 billion,2021-05-14,1,synthetic
2222,Saudi Aramco results broadly in line with analyst expectations,2021-05-17,1,synthetic
2010,SABIC announces SAR 12.8 billion dividend to shareholders,2021-05-18,1,synthetic
1211,Ma'aden revenue declines 13% amid weakening demand,2021-05-19,1,synthetic
2222,Saudi Aramco workforce productivity improves by 42%,2021-05-19,1,synthetic
1120,IMF cuts Saudi Arabia economic growth forecast to 35%,2021-05-19,0,synthetic
1120,Brent crude drops to $11.9 per barrel pressuring Saudi stocks,2021-05-20,0,synthetic
4110,TAWUNIYA expands into new markets under Vision 2030,2021-05-21,1,synthetic
1211,Ma'aden earnings per share jump 40% in Q2,2021-05-24,1,synthetic
1120,Al Rajhi Bank Q1 results show 26% year-on-year profit contraction,2021-05-25,0,synthetic
7010,STC writes off SAR 0.5 billion in non-performing assets,2021-05-25,0,synthetic
7010,STC reports record Q2 net profit of SAR 7.7 billion,2021-05-27,1,synthetic
4110,TAWUNIYA fee income rises 40% boosting overall margins,2021-05-27,1,synthetic
1150,Dollar strengthens 22% against peers pressuring commodities,2021-05-28,0,synthetic
7010,Rating agency upgrades STC credit outlook to stable positive,2021-05-28,0,synthetic
4325,MASAR announces SAR 1.3 billion dividend to shareholders,2021-05-28,1,synthetic
1211,Dollar weakens 42% against major currencies lifting commodities,2021-05-28,1,synthetic
7010,STC writes off SAR 7.7 billion in non-performing assets,2021-05-31,0,synthetic
7010,Military conflict fears in region trigger capital flight,2021-05-31,0,synthetic
1150,Alinma Bank non-performing loans rise 16% raising credit concerns,2021-06-03,0,synthetic
2222,US Federal Reserve cuts interest rates by 27 basis points,2021-06-03,0,synthetic
2222,Saudi Aramco expands into new markets under Vision 2030,2021-06-03,1,synthetic
1150,Alinma Bank posts 20% rise in total operating income,2021-06-04,1,synthetic
4325,MASAR reports net loss of SAR 8.8 billion in Q4,2021-06-04,0,synthetic
2222,Saudi Aramco updates market on its ongoing strategic review,2021-06-07,0,synthetic
1211,Global risk appetite improves on soft US inflation reading,2021-06-07,1,synthetic
7010,STC cost-to-income ratio improves significantly to 20%,2021-06-07,0,synthetic
4110,IMF cuts Saudi Arabia economic growth forecast to 41%,2021-06-07,0,synthetic
1120,Saudi Arabia current account surplus widens to SAR 11.5 billion,2021-06-08,1,synthetic
1211,Ma'aden placed under regulatory probe for compliance failure,2021-06-08,0,synthetic
4110,TAWUNIYA net interest margin compressed by 13 basis points,2021-06-08,0,synthetic
2010,Saudi consumer inflation rises to 12% squeezing households,2021-06-09,0,synthetic
2010,SABIC mortgage portfolio grows 20% on housing demand,2021-06-09,1,synthetic
1211,Ma'aden capital adequacy ratio rises to 42%,2021-06-09,1,synthetic
1211,Ma'aden shares hit 52-week low following profit warning,2021-06-09,0,synthetic
1120,US Federal Reserve cuts interest rates by 24 basis points,2021-06-09,1,synthetic
1120,Al Rajhi Bank raises full-year guidance after strong Q3 results,2021-06-10,1,synthetic
4110,TAWUNIYA operating profit beats market consensus by 33%,2021-06-11,1,synthetic
4110,TAWUNIYA earnings miss market estimates by 35%,2021-06-11,0,synthetic
2222,Saudi Aramco posts 10% rise in total operating income,2021-06-11,0,synthetic
2010,SABIC free cash flow turns negative by SAR 1.6 billion,2021-06-14,0,synthetic
1211,Ma'aden faces shareholder lawsuit over delayed disclosures,2021-06-15,0,synthetic
2222,Saudi current account deficit widens on lower oil revenues,2021-06-15,0,synthetic
1120,Al Rajhi Bank return on equity climbs strongly to 16%,2021-06-16,1,synthetic
7010,STC completes acquisition integration ahead of schedule,2021-06-16,1,synthetic
2010,SABIC completes acquisition integration ahead of schedule,2021-06-18,1,synthetic
2222,Saudi Aramco shelves expansion plan citing macroeconomic headwinds,2021-06-18,0,synthetic
1211,Inflation surge adds 38% to Ma'aden operating expenses,2021-06-21,0,synthetic
1120,Brent crude drops to $7.5 per barrel pressuring Saudi stocks,2021-06-21,0,synthetic
1120,SAMA reduces repo rate by 10 bps to support credit growth,2021-06-22,1,synthetic
7010,STC quarterly profit up 13% beating analyst forecasts,2021-06-22,1,synthetic
1120,Al Rajhi Bank workforce productivity improves by 16%,2021-06-23,1,synthetic
4110,TAWUNIYA cost-to-income ratio improves significantly to 19%,2021-06-23,1,synthetic
7010,STC total assets grow 36% to reach SAR 12.1 billion,2021-06-23,0,synthetic
4110,TAWUNIYA workforce productivity improves by 27%,2021-06-24,1,synthetic
4110,TAWUNIYA net income surges 20% on strong market demand,2021-06-24,1,synthetic
1150,Alinma Bank announces changes to its senior leadership team,2021-06-25,1,synthetic
1150,Alinma Bank secures major SAR 6.9 billion government contract,2021-06-25,1,synthetic
2010,SABIC return on equity climbs strongly to 36%,2021-06-25,1,synthetic
1211,Saudi current account deficit widens on lower oil revenues,2021-06-28,0,synthetic
4325,Dollar strengthens 12% against peers pressuring commodities,2021-06-29,0,synthetic
4325,Inflation surge adds 13% to MASAR operating expenses,2021-06-30,1,synthetic
1211,US recession fears trigger widespread global equity selloff,2021-06-30,0,synthetic
1120,Al Rajhi Bank board declares special dividend of SAR 5.2 per share,2021-07-01,1,synthetic
1150,Alinma Bank cuts dividend amid rising cost pressures,2021-07-01,0,synthetic
1120,Al Rajhi Bank operating profit beats market consensus by 38%,2021-07-01,1,synthetic
4110,TAWUNIYA releases annual sustainability and ESG report,2021-07-02,0,synthetic
7010,STC total assets grow 20% to reach SAR 8.0 billion,2021-07-02,1,synthetic
1211,Ma'aden cuts dividend amid rising cost pressures,2021-07-02,0,synthetic
1120,Al Rajhi Bank Q4 EBITDA up 22% on strong revenue momentum,2021-07-02,1,synthetic
2222,Saudi Aramco cost-to-income ratio improves significantly to 11%,2021-07-05,1,synthetic
4325,OPEC+ extends production curbs supporting oil revenues,2021-07-05,1,synthetic
4325,US-China trade war escalation hits global supply chains,2021-07-06,0,synthetic
2222,Saudi Aramco regulatory filing shows largely stable loan book,2021-07-06,0,synthetic
4325,MASAR mortgage portfolio grows 42% on housing demand,2021-07-07,1,synthetic
2010,IMF raises Saudi Arabia economic growth outlook to 42%,2021-07-08,1,synthetic
1150,Alinma Bank market share increases 23% in its core business,2021-07-09,1,synthetic
4110,TAWUNIYA cost-to-income ratio deteriorates to 38%,2021-07-12,0,synthetic
7010,STC total loan provisions rise 7% in first half,2021-07-13,0,synthetic
2010,SABIC profit climbed 23% driven by higher volumes,2021-07-13,1,synthetic
1150,Alinma Bank net financing income declines 33% in Q3,2021-07-13,0,synthetic
7010,STC quarterly profit up 9% beating analyst forecasts,2021-07-13,1,synthetic
4110,TAWUNIYA free cash flow jumps 39% in the fiscal year,2021-07-13,1,synthetic
4110,TAWUNIYA earnings per share jump 22% in Q4,2021-07-13,1,synthetic
4110,TAWUNIYA workforce productivity improves by 16%,2021-07-14,1,synthetic
4325,US recession fears trigger widespread global equity selloff,2021-07-14,0,synthetic
1211,Ma'aden free cash flow jumps 41% in the fiscal year,2021-07-14,1,synthetic
2010,SABIC total assets grow 5% to reach SAR 14.2 billion,2021-07-14,1,synthetic
1150,Alinma Bank regulatory filing shows largely stable loan book,2021-07-16,0,synthetic
1150,Alinma Bank completes acquisition integration ahead of schedule,2021-07-19,0,synthetic
2010,SABIC expands into new markets under Vision 2030,2021-07-19,1,synthetic
2010,Vision 2030 investment drives 33% non-oil sector GDP growth,2021-07-19,1,synthetic
4325,MASAR shelves expansion plan citing macroeconomic headwinds,2021-07-20,0,synthetic
4110,TAWUNIYA completes acquisition integration ahead of schedule,2021-07-21,1,synthetic
7010,STC loses significant market share to competitors,2021-07-21,0,synthetic
4325,MASAR capital adequacy ratio rises to 41%,2021-07-22,1,synthetic
7010,STC Q3 results show 8% year-on-year profit contraction,2021-07-23,0,synthetic
2010,SABIC shares hit 52-week low following profit warning,2021-07-23,0,synthetic
4325,US-China trade war escalation hits global supply chains,2021-07-26,0,synthetic
1120,Capital outflows from GCC equity markets accelerate,2021-07-26,0,synthetic
4325,MASAR loses key SAR 11.6 billion infrastructure contract,2021-07-27,0,synthetic
2010,SABIC workforce productivity improves by 32%,2021-07-27,1,synthetic
1211,Inflation surge adds 34% to Ma'aden operating expenses,2021-07-28,1,synthetic
4325,SAMA reduces repo rate by 25 bps to support credit growth,2021-07-28,1,synthetic
4110,TAWUNIYA profit falls 38% missing analyst estimates,2021-07-29,0,synthetic
4325,MASAR revenue growth reaches 23% year on year,2021-07-29,1,synthetic
2222,Saudi Aramco launches new product line to strong market reception,2021-08-02,1,synthetic
2222,Saudi Aramco profit drops 20% on weaker consumer spending,2021-08-02,0,synthetic
4110,TAWUNIYA profit drops 37% on weaker consumer spending,2021-08-03,0,synthetic
1150,Alinma Bank revenue down 19% as market conditions worsen,2021-08-03,0,synthetic
4110,Analysts raise TAWUNIYA target price on strong earnings outlook,2021-08-03,1,synthetic
1211,Ma'aden total assets grow 29% to reach SAR 3.0 billion,2021-08-03,1,synthetic
1120,Foreign investor inflows into Tadawul index rise 34%,2021-08-05,1,synthetic
2010,SABIC profit falls 36% missing analyst estimates,2021-08-05,0,synthetic
1150,Alinma Bank wins major infrastructure contract worth SAR 10.0 billion,2021-08-06,1,synthetic
1150,Alinma Bank free cash flow jumps 31% in the fiscal year,2021-08-06,1,synthetic
7010,Global risk appetite improves on soft US inflation reading,2021-08-06,1,synthetic
1150,Alinma Bank launches new product line to strong market reception,2021-08-09,0,synthetic
1150,Alinma Bank revenue growth reaches 30% year on year,2021-08-09,1,synthetic
4110,TAWUNIYA revenue growth reaches 28% year on year,2021-08-10,1,synthetic
1120,Higher-for-longer US rates weigh on Saudi bank margins,2021-08-11,0,synthetic
2010,Analysts downgrade SABIC citing intensifying competition,2021-08-12,0,synthetic
2222,Analysts downgrade Saudi Aramco citing intensifying competition,2021-08-12,0,synthetic
2222,Saudi Aramco quarterly profit up 39% beating analyst forecasts,2021-08-12,1,synthetic
2010,US Federal Reserve cuts interest rates by 7 basis points,2021-08-12,1,synthetic
1120,Rate hike adds SAR 10.2 billion to Al Rajhi Bank annual funding costs,2021-08-12,1,synthetic
2222,Saudi Aramco issues routine trading update for current quarter,2021-08-13,0,synthetic
2222,Saudi Aramco shares hit 52-week low following profit warning,2021-08-13,1,synthetic
1120,IMF raises Saudi Arabia economic growth outlook to 37%,2021-08-17,1,synthetic
7010,STC announces SAR 9.8 billion dividend to shareholders,2021-08-18,1,synthetic
4110,TAWUNIYA announces changes to its senior leadership team,2021-08-18,0,synthetic
4325,MASAR net financing income rises 37% in first half,2021-08-18,1,synthetic
1120,Rating agency upgrades Al Rajhi Bank credit outlook to stable positive,2021-08-19,1,synthetic
2222,Saudi Aramco board declares special dividend of SAR 7.7 per share,2021-08-19,1,synthetic
4325,MASAR shelves expansion plan citing macroeconomic headwinds,2021-08-23,0,synthetic
2222,Saudi Aramco return on equity climbs strongly to 10%,2021-08-24,1,synthetic
1150,Alinma Bank cost-to-income ratio deteriorates to 29%,2021-08-24,0,synthetic
7010,STC board approves SAR 0.8 billion share buyback program,2021-08-24,1,synthetic
4110,Saudi Arabia GDP grows 18% beating IMF growth forecast,2021-08-25,1,synthetic
4325,Brent crude climbs to $14.1 per barrel lifting Saudi equities,2021-08-25,0,synthetic
4110,TAWUNIYA customer deposits shrink 9% in market uncertainty,2021-08-26,0,synthetic
1211,Higher-for-longer US rates weigh on Saudi bank margins,2021-08-26,0,synthetic
1150,Alinma Bank return on equity falls sharply to 11%,2021-08-27,0,synthetic
2010,SABIC digital customers rise 40% year on year,2021-08-27,1,synthetic
2010,SABIC releases annual sustainability and ESG report,2021-08-27,0,synthetic
1211,Ma'aden revenue declines 40% amid weakening demand,2021-08-31,1,synthetic
4325,MASAR total loan provisions rise 36% in first half,2021-09-01,0,synthetic
4110,SAMA hikes repo rate by 19 bps tightening credit conditions,2021-09-01,0,synthetic
4325,MASAR earnings miss market estimates by 33%,2021-09-01,0,synthetic
1150,Capital outflows from GCC equity markets accelerate,2021-09-02,1,synthetic
1120,IMF cuts Saudi Arabia economic growth forecast to 29%,2021-09-02,0,synthetic
7010,STC digital customers rise 10% year on year,2021-09-02,1,synthetic
1150,IMF raises Saudi Arabia economic growth outlook to 9%,2021-09-02,1,synthetic
7010,STC net income drops 41% in the latest quarter,2021-09-03,0,synthetic
1211,Ma'aden wins major infrastructure contract worth SAR 13.3 billion,2021-09-03,1,synthetic
2222,Saudi Aramco cost-to-income ratio deteriorates to 28%,2021-09-03,0,synthetic
2222,US Federal Reserve cuts interest rates by 30 basis points,2021-09-07,1,synthetic
4110,TAWUNIYA completes acquisition integration ahead of schedule,2021-09-07,1,synthetic
7010,STC board approves SAR 9.2 billion share buyback program,2021-09-07,0,synthetic
4325,MASAR placed under regulatory probe for compliance failure,2021-09-09,0,synthetic
4325,MASAR Q2 EBITDA up 7% on strong revenue momentum,2021-09-09,1,synthetic
2222,Military conflict fears in region trigger capital flight,2021-09-09,0,synthetic
1150,Alinma Bank free cash flow jumps 34% in the fiscal year,2021-09-10,1,synthetic
2010,SABIC loses significant market share to competitors,2021-09-13,0,synthetic
2010,Saudi Arabia GDP growth slows to 12% below IMF expectations,2021-09-13,0,synthetic
1211,Ma'aden quarterly profit up 12% beating analyst forecasts,2021-09-13,1,synthetic
1211,Rate hike adds SAR 9.3 billion to Ma'aden annual funding costs,2021-09-14,1,synthetic
2222,Brent crude climbs to $13.4 per barrel lifting Saudi equities,2021-09-14,1,synthetic
2010,SABIC workforce productivity improves by 30%,2021-09-14,0,synthetic
7010,US recession fears trigger widespread global equity selloff,2021-09-14,0,synthetic
2010,Higher-for-longer US rates weigh on Saudi bank margins,2021-09-17,0,synthetic
4110,Saudi consumer inflation rises to 16% squeezing households,2021-09-17,0,synthetic
1120,Analysts raise Al Rajhi Bank target price on strong earnings outlook,2021-09-20,1,synthetic
2222,Saudi Aramco earnings per share jump 30% in Q4,2021-09-21,1,synthetic
1211,Ma'aden wins major infrastructure contract worth SAR 7.0 billion,2021-09-21,1,synthetic
4110,TAWUNIYA board declares special dividend of SAR 6.1 per share,2021-09-21,1,synthetic
1150,Alinma Bank Q3 EBITDA up 5% on strong revenue momentum,2021-09-21,1,synthetic
1211,Higher-for-longer US rates weigh on Saudi bank margins,2021-09-22,0,synthetic
1211,Ma'aden profit falls 28% missing analyst estimates,2021-09-22,0,synthetic
2222,Saudi Aramco revenue growth reaches 21% year on year,2021-09-22,1,synthetic
7010,STC net income surges 13% on strong market demand,2021-09-22,1,synthetic
2222,Analyst initiates coverage of Saudi Aramco with neutral rating,2021-09-23,1,synthetic
1120,Al Rajhi Bank CEO and CFO depart amid corporate governance issues,2021-09-23,0,synthetic
2010,SABIC announces changes to its senior leadership team,2021-09-24,0,synthetic
1211,Rating agency upgrades Ma'aden credit outlook to stable positive,2021-09-24,1,synthetic
